ID,Background,Clothes,Earring,Eyes,Fur,Hat,Mouth
7778,Yellow,Sailor Shirt,Diamond Stud,Closed,Cream,Commie Hat,Bored
7779,Gray,None,None,Closed,Golden Brown,None,Phoneme Vuh
7780,New Punk Blue,Navy Striped Tee,Gold Stud,Sad,Brown,None,Phoneme  ooo
7781,New Punk Blue,Biker Vest,None,Bored,Red,Girl's Hair Short,Bored
7782,Blue,Work Vest,None,Crazy,Brown,None,Bored
7783,Orange,Black Suit,None,Sleepy,Black,Army Hat,Phoneme Oh
7784,Orange,None,None,3d,Red,Girl's Hair Short,Bored Unshaven Cigarette
7785,Blue,Prom Dress,None,Eyepatch,Dark Brown,Faux Hawk,Grin
7786,Gray,Tuxedo Tee,None,Hypnotized,Brown,Bayc Hat Black,Bored Party Horn
7787,Army Green,Space Suit,Gold Hoop,Scumbag,Tan,Army Hat,Bored Cigarette
7788,Blue,Navy Striped Tee,None,Crazy,Cheetah,None,Small Grin
7789,Gray,None,None,Wide Eyed,Golden Brown,Bayc Hat Black,Phoneme Wah
7790,Purple,Hawaiian,None,Closed,Brown,Fez,Dumbfounded
7791,Blue,Sailor Shirt,None,Sunglasses,Golden Brown,Halo,Bored
7792,Gray,Smoking Jacket,None,Bored,White,None,Discomfort
7793,Yellow,Striped Tee,Silver Stud,3d,Black,None,Bored
7794,Yellow,Wool Turtleneck,Silver Hoop,Wide Eyed,Black,Halo,Bored Cigarette
7795,Blue,Leather Jacket,Diamond Stud,Closed,Brown,Commie Hat,Bored Unshaven Cigarette
7796,Aquamarine,Striped Tee,None,Blue Beams,White,None,Bored
7797,Orange,Caveman Pelt,None,Crazy,Tan,None,Bored
7798,Orange,Bone Tee,None,Sunglasses,Tan,Safari,Bored
7799,Aquamarine,None,None,Bored,Cheetah,Bandana Blue,Dumbfounded
7800,Gray,Black Holes T,Diamond Stud,Bored,Cheetah,Sea Captain's Hat,Bored Kazoo
7801,Gray,None,None,Robot,Black,None,Bored
7802,Purple,Prison Jumpsuit,Silver Stud,Zombie,Black,Faux Hawk,Phoneme L
7803,Orange,Hawaiian,Gold Hoop,Zombie,Dark Brown,None,Bored Unshaven
7804,Blue,None,Silver Hoop,Angry,Pink,Sea Captain's Hat,Bored
7805,Blue,Bone Necklace,None,Angry,Golden Brown,Sea Captain's Hat,Bored
7806,Purple,Guayabera,None,Bored,Dark Brown,Ww2 Pilot Helm,Tongue Out
7807,Orange,Pimp Coat,None,Heart,Noise,None,Bored
7808,Blue,Hip Hop,None,Cyborg,Golden Brown,S&m Hat,Phoneme Oh
7809,New Punk Blue,Striped Tee,Silver Stud,Wide Eyed,Red,Bayc Hat Black,Bored Unshaven
7810,Orange,Hawaiian,None,Bored,Cream,None,Bored
7811,Orange,Prison Jumpsuit,None,Hypnotized,Brown,None,Bored Unshaven
7812,Gray,Lumberjack Shirt,None,Closed,Black,Beanie,Bored
7813,Purple,Striped Tee,None,Holographic,Black,Spinner Hat,Bored Cigarette
7814,Aquamarine,Black Holes T,None,Heart,Red,Spinner Hat,Bored Unshaven
7815,New Punk Blue,Striped Tee,Silver Hoop,Bloodshot,Brown,None,Discomfort
7816,Yellow,Sleeveless Logo T,None,Eyepatch,Golden Brown,Stuntman Helmet,Phoneme  ooo
7817,Army Green,Bone Tee,None,Eyepatch,Black,Bandana Blue,Bored Unshaven
7818,New Punk Blue,Prison Jumpsuit,None,Bloodshot,Death Bot,None,Phoneme  ooo
7819,Aquamarine,Navy Striped Tee,None,Bored,Tan,Seaman's Hat,Bored
7820,Army Green,Kings Robe,Gold Stud,Bloodshot,Red,Party Hat 1,Bored Unshaven
7821,Yellow,Bayc T Black,Gold Hoop,Bored,Black,Spinner Hat,Bored
7822,Army Green,Leather Punk Jacket,Gold Stud,Sad,Dark Brown,Fez,Bored Unshaven Cigarette
7823,Gray,None,None,Sleepy,Pink,Irish Boho,Bored
7824,New Punk Blue,None,Gold Stud,Bored,Golden Brown,Bowler,Small Grin
7825,New Punk Blue,Hip Hop,None,Sleepy,Brown,Short Mohawk,Rage
7826,Gray,Navy Striped Tee,None,Coins,Cheetah,Fez,Bored Unshaven
7827,Army Green,Work Vest,Silver Hoop,Scumbag,Dark Brown,Fisherman's Hat,Phoneme Wah
7828,Yellow,Navy Striped Tee,None,Sad,Black,Police Motorcycle Helmet,Phoneme Vuh
7829,Orange,Bone Necklace,None,Zombie,Brown,Fisherman's Hat,Grin
7830,New Punk Blue,None,Gold Stud,Bored,Brown,Bowler,Bored
7831,New Punk Blue,Tuxedo Tee,None,Sad,Black,Safari,Bored
7832,Gray,Service,None,Angry,Black,None,Grin
7833,Yellow,Rainbow Suspenders,Silver Hoop,Eyepatch,Brown,Seaman's Hat,Phoneme Oh
7834,Orange,None,None,Angry,White,None,Grin
7835,Purple,Sailor Shirt,None,Holographic,Golden Brown,Fisherman's Hat,Bored
7836,Army Green,Bone Tee,None,Sleepy,White,None,Bored Unshaven
7837,Yellow,Work Vest,None,Crazy,Cream,Halo,Bored Unshaven
7838,Orange,Bayc T Black,None,Bored,Brown,Police Motorcycle Helmet,Bored
7839,Army Green,None,None,Bored,Blue,Bayc Flipped Brim,Bored Party Horn
7840,Army Green,None,Silver Hoop,Bloodshot,Black,Army Hat,Bored Pizza
7841,Army Green,Lumberjack Shirt,None,Scumbag,Cream,Army Hat,Bored Unshaven
7842,Orange,Black T,None,Closed,Blue,Fez,Phoneme  ooo
7843,New Punk Blue,Bayc T Black,None,Closed,Tan,None,Bored Unshaven
7844,Aquamarine,Wool Turtleneck,None,Sad,Dark Brown,Sushi Chef Headband,Bored Unshaven Cigarette
7845,Gray,Tuxedo Tee,Gold Hoop,Zombie,Tan,Commie Hat,Discomfort
7846,Blue,Leather Punk Jacket,Silver Hoop,Closed,Pink,None,Phoneme Vuh
7847,New Punk Blue,Vietnam Jacket,None,Bloodshot,Zombie,S&m Hat,Bored
7848,Yellow,Black T,None,Closed,Blue,Cowboy Hat,Bored
7849,Army Green,None,None,Bored,Zombie,Bowler,Phoneme  ooo
7850,Aquamarine,Work Vest,Silver Stud,Cyborg,Black,Seaman's Hat,Grin
7851,Blue,None,None,Coins,Black,Bayc Hat Red,Bored
7852,New Punk Blue,Hip Hop,Silver Stud,Blindfold,Black,Bowler,Small Grin
7853,Army Green,None,None,Bored,Black,Seaman's Hat,Tongue Out
7854,Orange,Bone Tee,None,Bored,Cheetah,Army Hat,Bored Unshaven
7855,Gray,Leather Jacket,None,Bored,Zombie,Fisherman's Hat,Phoneme L
7856,Gray,Sleeveless T,None,Closed,Tan,Prussian Helmet,Bored Unshaven Cigarette
7857,Yellow,Bandolier,None,Bored,Dark Brown,None,Small Grin
7858,Purple,Lab Coat,None,Zombie,Black,None,Bored
7859,Gray,Kings Robe,Silver Hoop,Crazy,Dmt,Police Motorcycle Helmet,Bored Unshaven
7860,New Punk Blue,Striped Tee,Gold Stud,Bloodshot,Blue,Prussian Helmet,Grin
7861,Purple,Sleeveless Logo T,None,Heart,Cheetah,Halo,Bored Unshaven
7862,Aquamarine,None,None,Bored,Noise,Cowboy Hat,Bored Cigarette
7863,Yellow,Pimp Coat,Silver Stud,Blue Beams,Black,None,Bored
7864,New Punk Blue,None,None,Eyepatch,Black,Commie Hat,Bored Unshaven Kazoo
7865,Blue,None,None,Closed,Golden Brown,Seaman's Hat,Bored Unshaven
7866,Yellow,Tie Dye,Gold Hoop,Bored,Red,None,Phoneme L
7867,Gray,Hawaiian,None,Coins,Dark Brown,Ww2 Pilot Helm,Bored Cigarette
7868,New Punk Blue,None,None,Angry,Tan,Spinner Hat,Bored
7869,New Punk Blue,Space Suit,None,Coins,Red,Bayc Hat Black,Bored Unshaven
7870,Yellow,Sleeveless Logo T,None,Heart,Tan,None,Bored Unshaven
7871,Yellow,Lab Coat,Gold Stud,Hypnotized,Zombie,Bowler,Bored Unshaven
7872,Purple,Prison Jumpsuit,Silver Stud,Closed,Tan,Spinner Hat,Jovial
7873,Army Green,Bayc T Black,Silver Stud,Coins,Pink,Bandana Blue,Jovial
7874,Army Green,Leather Jacket,None,Hypnotized,Golden Brown,Horns,Grin
7875,Army Green,None,None,Heart,Tan,Irish Boho,Bored Unshaven Cigarette
7876,Gray,Leather Jacket,Silver Hoop,Closed,Black,Sushi Chef Headband,Bored Unshaven
7877,Army Green,Smoking Jacket,None,Robot,Golden Brown,King's Crown,Bored Pipe
7878,Orange,Toga,Silver Hoop,Closed,Black,Sea Captain's Hat,Tongue Out
7879,Blue,Prison Jumpsuit,None,Scumbag,Cheetah,None,Bored
7880,Orange,Lab Coat,Gold Stud,3d,Golden Brown,Seaman's Hat,Bored Bubblegum
7881,Aquamarine,None,None,Closed,Golden Brown,Bunny Ears,Bored Unshaven
7882,Gray,Admirals Coat,Gold Stud,Zombie,Blue,Bowler,Bored
7883,Orange,Navy Striped Tee,None,Sad,Cheetah,Girl's Hair Short,Bored Unshaven Cigarette
7884,Yellow,Bone Tee,None,Eyepatch,Cream,Girl's Hair Pink,Bored Bubblegum
7885,Aquamarine,Bayc T Red,None,Wide Eyed,Death Bot,Commie Hat,Tongue Out
7886,New Punk Blue,None,Gold Stud,Sad,Cream,Halo,Grin
7887,Gray,Navy Striped Tee,None,Sleepy,Noise,Seaman's Hat,Bored
7888,Purple,Service,Gold Hoop,Bored,Dark Brown,None,Bored
7889,Yellow,Black T,None,Eyepatch,Dark Brown,None,Bored Cigarette
7890,Purple,Vietnam Jacket,None,Hypnotized,Black,Army Hat,Bored Unshaven
7891,Blue,Stunt Jacket,None,Bloodshot,Brown,Trippy Captain's Hat,Bored
7892,Purple,Cowboy Shirt,None,Bored,Black,Vietnam Era Helmet,Bored Unshaven
7893,Blue,Hip Hop,None,Coins,Red,Bowler,Jovial
7894,Orange,None,None,Bloodshot,Golden Brown,Laurel Wreath,Bored Unshaven
7895,Aquamarine,Bone Necklace,None,Bored,Pink,None,Rage
7896,Aquamarine,Bandolier,None,Sunglasses,Pink,Seaman's Hat,Rage
7897,Army Green,None,None,Blindfold,Death Bot,Beanie,Dumbfounded
7898,Blue,Biker Vest,None,Closed,Black,Fisherman's Hat,Bored Unshaven
7899,Yellow,Striped Tee,None,Bored,Dark Brown,Girl's Hair Short,Phoneme  ooo
7900,Aquamarine,None,None,Sad,White,Fisherman's Hat,Grin Gold Grill
7901,Purple,Admirals Coat,Silver Hoop,Sad,Dark Brown,Laurel Wreath,Bored Unshaven Pipe
7902,Army Green,None,Gold Hoop,Bloodshot,Cream,Bayc Hat Red,Bored Cigar
7903,Purple,Lumberjack Shirt,Gold Stud,Sleepy,Black,Bowler,Bored Party Horn
7904,Orange,Bone Tee,None,Blindfold,Pink,Cowboy Hat,Bored
7905,Gray,Work Vest,None,Bloodshot,Robot,Sea Captain's Hat,Jovial
7906,New Punk Blue,Lab Coat,Gold Stud,Bored,Golden Brown,Girl's Hair Pink,Bored
7907,New Punk Blue,Striped Tee,Gold Hoop,Crazy,Dark Brown,Short Mohawk,Bored Unshaven Pipe
7908,Yellow,Bone Tee,None,Sleepy,Pink,None,Bored
7909,Army Green,None,None,Bored,Red,Laurel Wreath,Grin
7910,Gray,None,None,Sad,Black,None,Grin
7911,Gray,Tuxedo Tee,None,Coins,Cheetah,Beanie,Rage
7912,New Punk Blue,Biker Vest,None,Holographic,Tan,Sushi Chef Headband,Bored Unshaven
7913,Gray,Striped Tee,Silver Hoop,Bored,Noise,Cowboy Hat,Bored Bubblegum
7914,Army Green,Bone Necklace,None,3d,Pink,Army Hat,Bored Cigarette
7915,Blue,Puffy Vest,None,Closed,Tan,Sushi Chef Headband,Bored Unshaven
7916,Purple,Lumberjack Shirt,None,Sleepy,Brown,Bayc Flipped Brim,Phoneme Vuh
7917,Purple,None,None,Holographic,Cream,Fisherman's Hat,Bored Cigarette
7918,Orange,Bayc T Black,None,Holographic,Black,Short Mohawk,Rage
7919,Blue,Striped Tee,None,Holographic,Dark Brown,None,Bored
7920,Gray,Bandolier,None,3d,Cheetah,Beanie,Bored Unshaven Cigarette
7921,Yellow,Rainbow Suspenders,None,Holographic,Death Bot,None,Phoneme L
7922,Aquamarine,Prom Dress,Silver Hoop,Bloodshot,Dark Brown,None,Phoneme Wah
7923,Purple,None,None,Robot,Cream,Bayc Hat Black,Bored
7924,Yellow,Black T,Gold Stud,Bloodshot,Zombie,Bowler,Bored
7925,Purple,Navy Striped Tee,None,Blindfold,Gray,Short Mohawk,Bored Unshaven
7926,New Punk Blue,Bayc T Black,None,Wide Eyed,Golden Brown,Girl's Hair Pink,Bored
7927,Yellow,None,None,Zombie,Noise,S&m Hat,Bored
7928,Gray,Sailor Shirt,None,Bored,Black,Baby's Bonnet,Bored Cigarette
7929,Army Green,Lumberjack Shirt,None,3d,Pink,Seaman's Hat,Bored
7930,Army Green,Black T,None,3d,Brown,Fisherman's Hat,Bored
7931,Army Green,Bone Tee,Gold Stud,Bored,Black,Vietnam Era Helmet,Grin Diamond Grill
7932,Aquamarine,None,Silver Hoop,Closed,Tan,None,Dumbfounded
7933,Aquamarine,Hawaiian,None,Bloodshot,Blue,Party Hat 1,Bored Cigarette
7934,Army Green,Bayc T Red,None,Scumbag,Black,Faux Hawk,Jovial
7935,Blue,None,Diamond Stud,Bored,Tan,Commie Hat,Bored
7936,Purple,Sleeveless T,None,Bored,Dark Brown,Bayc Hat Black,Bored
7937,Gray,Lumberjack Shirt,None,Bored,Blue,Bayc Hat Black,Bored Unshaven Cigarette
7938,Gray,None,None,Bored,Cream,Sea Captain's Hat,Dumbfounded
7939,New Punk Blue,None,None,Sad,Cheetah,Party Hat 1,Bored Pizza
7940,Army Green,None,Diamond Stud,Bored,Solid Gold,Beanie,Bored
7941,Blue,Blue Dress,None,Crazy,Brown,None,Grin
7942,Gray,None,None,Angry,Black,Fez,Bored
7943,Blue,Striped Tee,None,Sleepy,Noise,Cowboy Hat,Bored Unshaven
7944,Army Green,Bayc T Black,None,Bloodshot,Golden Brown,Horns,Bored Cigarette
7945,New Punk Blue,Caveman Pelt,None,Robot,White,Baby's Bonnet,Small Grin
7946,Aquamarine,Black Holes T,None,Bored,Golden Brown,None,Grin
7947,Army Green,Blue Dress,None,Sleepy,Cheetah,None,Bored
7948,Orange,Black Holes T,Silver Hoop,Bloodshot,Robot,Faux Hawk,Bored Unshaven Kazoo
7949,Blue,Lab Coat,Silver Hoop,Sleepy,Red,Army Hat,Dumbfounded
7950,Purple,Sleeveless Logo T,None,Coins,Black,None,Bored
7951,Blue,Leather Jacket,None,Bloodshot,Golden Brown,Seaman's Hat,Bored
7952,Aquamarine,None,None,Closed,Golden Brown,Vietnam Era Helmet,Bored Unshaven Cigarette
7953,Purple,Bayc T Black,Silver Stud,3d,White,None,Bored
7954,Yellow,Tuxedo Tee,None,Angry,Blue,None,Bored Unshaven Cigarette
7955,New Punk Blue,Rainbow Suspenders,None,Scumbag,Brown,Cowboy Hat,Bored
7956,Yellow,Prison Jumpsuit,None,Bored,Dark Brown,None,Bored Cigarette
7957,Aquamarine,Stunt Jacket,None,Blindfold,Brown,Army Hat,Bored
7958,Yellow,Black Holes T,None,Closed,Golden Brown,Bunny Ears,Bored Cigar
7959,Orange,Black Holes T,None,Crazy,Gray,Fez,Bored Unshaven Cigarette
7960,Army Green,Hip Hop,None,Closed,Black,Short Mohawk,Bored Bubblegum
7961,Yellow,Bayc T Red,None,Sad,Cream,Beanie,Bored
7962,Army Green,Tuxedo Tee,None,Eyepatch,Brown,None,Bored Cigarette
7963,Orange,None,None,Sleepy,Cream,Army Hat,Bored Unshaven
7964,Army Green,Hip Hop,None,Heart,Black,Bayc Hat Black,Bored Unshaven Cigarette
7965,Blue,Smoking Jacket,None,Crazy,Red,Short Mohawk,Phoneme Oh
7966,Purple,Pimp Coat,Silver Hoop,Sunglasses,White,None,Bored Cigarette
7967,Purple,Guayabera,None,Heart,Golden Brown,Girl's Hair Short,Grin
7968,Gray,Space Suit,None,Angry,Golden Brown,Halo,Bored Cigar
7969,Yellow,Black T,Silver Hoop,3d,Black,Halo,Discomfort
7970,Blue,Admirals Coat,None,Bored,Dark Brown,Fisherman's Hat,Discomfort
7971,Yellow,Sleeveless T,Silver Hoop,Wide Eyed,Gray,None,Bored Cigarette
7972,New Punk Blue,Striped Tee,None,Blindfold,Dark Brown,Trippy Captain's Hat,Phoneme Vuh
7973,Aquamarine,Hip Hop,Silver Hoop,Bloodshot,Zombie,Commie Hat,Bored Unshaven Bubblegum
7974,Yellow,Black Suit,None,Robot,Cheetah,Fisherman's Hat,Discomfort
7975,Blue,Kings Robe,None,Sunglasses,Dark Brown,Cowboy Hat,Phoneme L
7976,Blue,Vietnam Jacket,None,Bored,Dmt,Girl's Hair Short,Bored
7977,Orange,None,None,Bored,Golden Brown,Short Mohawk,Jovial
7978,Gray,Puffy Vest,None,3d,Black,Spinner Hat,Grin
7979,Yellow,Cowboy Shirt,Gold Stud,3d,White,Cowboy Hat,Phoneme  ooo
7980,Yellow,Caveman Pelt,None,Crazy,Blue,Cowboy Hat,Bored Pipe
7981,New Punk Blue,Navy Striped Tee,Gold Stud,Heart,Brown,Seaman's Hat,Bored Unshaven Cigarette
7982,Army Green,Kings Robe,Gold Hoop,Bloodshot,Brown,Sea Captain's Hat,Bored
7983,New Punk Blue,Tuxedo Tee,None,Hypnotized,Dmt,None,Tongue Out
7984,New Punk Blue,Sailor Shirt,None,Wide Eyed,Cheetah,Bayc Hat Black,Bored Unshaven Pipe
7985,Gray,Pimp Coat,Silver Stud,X Eyes,Dark Brown,Beanie,Grin Multicolored
7986,Blue,Striped Tee,None,Crazy,Red,Girl's Hair Short,Grin
7987,Gray,Prison Jumpsuit,None,Wide Eyed,Zombie,Beanie,Jovial
7988,Yellow,Puffy Vest,None,Angry,Black,Short Mohawk,Bored Unshaven
7989,Yellow,Bayc T Black,None,Bloodshot,White,Cowboy Hat,Bored Unshaven
7990,Yellow,Tweed Suit,None,Zombie,Blue,None,Bored
7991,Army Green,Leather Jacket,None,Robot,Brown,None,Bored Unshaven
7992,Yellow,Bandolier,Silver Stud,Bored,Black,None,Bored
7993,Aquamarine,Work Vest,None,Bored,Dark Brown,Bayc Hat Black,Phoneme Oh
7994,Blue,Guayabera,None,Zombie,Golden Brown,Sea Captain's Hat,Grin
7995,Army Green,None,None,Angry,Black,Stuntman Helmet,Bored
7996,Purple,Rainbow Suspenders,None,Eyepatch,Brown,Bayc Hat Black,Bored Cigarette
7997,New Punk Blue,Toga,None,Bored,Dmt,Sushi Chef Headband,Bored
7998,Yellow,Biker Vest,Silver Hoop,Crazy,Dark Brown,Commie Hat,Jovial
7999,Gray,None,None,Bored,White,Laurel Wreath,Bored
8000,Aquamarine,Space Suit,Silver Hoop,Bored,Brown,Irish Boho,Bored Unshaven Pipe
8001,Purple,Tweed Suit,Silver Stud,Closed,Death Bot,Sea Captain's Hat,Bored
8002,Yellow,Leather Jacket,Silver Hoop,3d,Tan,None,Bored
8003,New Punk Blue,Leather Jacket,None,3d,Brown,S&m Hat,Bored Unshaven
8004,Purple,None,Silver Stud,Closed,Black,None,Dumbfounded
8005,Aquamarine,Leather Jacket,Silver Stud,Coins,Gray,Trippy Captain's Hat,Grin Diamond Grill
8006,Yellow,Guayabera,None,Bloodshot,Black,Halo,Bored Unshaven
8007,Purple,Navy Striped Tee,None,Sleepy,Red,Bowler,Rage
8008,Yellow,Prom Dress,Silver Stud,Coins,Brown,None,Rage
8009,Aquamarine,Black T,None,Robot,Golden Brown,Sushi Chef Headband,Bored Unshaven
8010,Blue,None,Silver Stud,Angry,Red,Beanie,Phoneme  ooo
8011,Gray,Leather Jacket,None,Angry,Dark Brown,Party Hat 2,Bored
8012,Orange,None,None,3d,Dark Brown,None,Grin
8013,Orange,None,None,Hypnotized,Brown,Fisherman's Hat,Jovial
8014,Aquamarine,Space Suit,Gold Stud,Blindfold,Gray,None,Bored Unshaven
8015,Blue,None,None,Bloodshot,Death Bot,Bowler,Bored Unshaven Kazoo
8016,New Punk Blue,Leather Jacket,None,Heart,Tan,Beanie,Bored Pizza
8017,Blue,Bayc T Black,None,Bloodshot,Black,None,Bored Cigarette
8018,Gray,Black Holes T,None,Zombie,Zombie,Beanie,Jovial
8019,Orange,Bayc T Black,None,Bored,White,Irish Boho,Bored Unshaven Cigar
8020,Gray,Tanktop,None,Blindfold,Brown,Spinner Hat,Bored Unshaven Cigarette
8021,New Punk Blue,Striped Tee,None,Angry,Tan,None,Bored Cigarette
8022,Blue,Navy Striped Tee,Silver Stud,Angry,Blue,Sea Captain's Hat,Bored Cigar
8023,Aquamarine,Black Holes T,None,Closed,Trippy,Trippy Captain's Hat,Bored Unshaven
8024,Aquamarine,Puffy Vest,Silver Hoop,Heart,Black,Trippy Captain's Hat,Phoneme Vuh
8025,Blue,Vietnam Jacket,None,Sleepy,Dark Brown,None,Bored Unshaven Cigarette
8026,Army Green,Sleeveless T,Silver Stud,Eyepatch,Gray,Vietnam Era Helmet,Bored
8027,New Punk Blue,Admirals Coat,None,Cyborg,Blue,Beanie,Rage
8028,Gray,Prison Jumpsuit,None,Bored,Brown,None,Dumbfounded
8029,Army Green,Striped Tee,None,Sad,Black,None,Grin
8030,New Punk Blue,Prison Jumpsuit,Silver Hoop,Bored,Robot,None,Bored Party Horn
8031,Aquamarine,None,Gold Stud,Sunglasses,Dark Brown,None,Bored Unshaven
8032,Orange,Navy Striped Tee,None,Sleepy,Gray,None,Bored
8033,Aquamarine,Lumberjack Shirt,None,Sad,White,Cowboy Hat,Bored
8034,Army Green,Black Holes T,None,Heart,Red,None,Rage
8035,Purple,Vietnam Jacket,None,Angry,Zombie,Sea Captain's Hat,Bored Unshaven Cigarette
8036,Aquamarine,None,None,Eyepatch,Blue,Commie Hat,Grin Gold Grill
8037,Gray,Tweed Suit,None,Eyepatch,Pink,Seaman's Hat,Bored
8038,Orange,None,None,Sunglasses,White,Sea Captain's Hat,Bored
8039,Army Green,Puffy Vest,None,Bloodshot,Pink,Safari,Bored
8040,Gray,Sleeveless T,None,Heart,Pink,None,Bored Unshaven
8041,Blue,Bandolier,Silver Hoop,Sleepy,Brown,Girl's Hair Short,Bored Cigarette
8042,Purple,Puffy Vest,None,Bloodshot,White,Bowler,Phoneme Vuh
8043,New Punk Blue,None,Silver Hoop,Zombie,Tan,S&m Hat,Bored
8044,Purple,Striped Tee,None,Bloodshot,Black,None,Bored Bubblegum
8045,Gray,Black T,Gold Stud,Bored,Brown,Fisherman's Hat,Bored
8046,Aquamarine,Guayabera,None,Bloodshot,Cream,Horns,Phoneme Oh
8047,Blue,Smoking Jacket,None,Sad,Dark Brown,None,Phoneme Oh
8048,New Punk Blue,Guayabera,Silver Stud,Closed,Tan,Vietnam Era Helmet,Bored Unshaven
8049,Yellow,Leather Jacket,None,Wide Eyed,Tan,Fisherman's Hat,Bored
8050,Purple,None,None,Sleepy,Death Bot,Sea Captain's Hat,Grin Gold Grill
8051,New Punk Blue,Navy Striped Tee,None,Sunglasses,Brown,Bayc Hat Black,Phoneme  ooo
8052,Blue,Hip Hop,None,Bored,Brown,Seaman's Hat,Bored Cigarette
8053,Orange,None,Diamond Stud,Scumbag,Red,Sea Captain's Hat,Rage
8054,Yellow,Bandolier,None,Bloodshot,Tan,Baby's Bonnet,Small Grin
8055,Purple,Sleeveless Logo T,None,Crazy,Black,Beanie,Grin
8056,New Punk Blue,Cowboy Shirt,None,Sleepy,Noise,Bunny Ears,Bored Unshaven
8057,Purple,Tie Dye,None,Crazy,Black,None,Bored
8058,Blue,Hawaiian,Diamond Stud,Zombie,Black,Fisherman's Hat,Bored Pipe
8059,Army Green,Navy Striped Tee,None,Wide Eyed,Cheetah,Fisherman's Hat,Dumbfounded
8060,Army Green,Black Holes T,Gold Hoop,Angry,Brown,Seaman's Hat,Bored
8061,Gray,Wool Turtleneck,None,Crazy,Dark Brown,Horns,Jovial
8062,Purple,None,Gold Stud,X Eyes,Golden Brown,Horns,Bored Unshaven Kazoo
8063,Yellow,Bone Tee,None,Crazy,White,Irish Boho,Jovial
8064,Army Green,None,None,Angry,Blue,Bowler,Bored
8065,Blue,Smoking Jacket,None,Robot,Dark Brown,Halo,Phoneme  ooo
8066,Gray,None,None,Bored,Dmt,Horns,Bored Unshaven
8067,Army Green,Black T,None,Robot,Tan,Fisherman's Hat,Bored Pipe
8068,Blue,Bone Necklace,None,Bloodshot,Black,Cowboy Hat,Phoneme Vuh
8069,Blue,Striped Tee,Silver Stud,Crazy,Dark Brown,None,Bored Unshaven
8070,Aquamarine,Sailor Shirt,None,Bored,Dark Brown,Commie Hat,Small Grin
8071,Aquamarine,Leather Punk Jacket,None,Cyborg,Dark Brown,Beanie,Bored Cigarette
8072,Orange,Hawaiian,None,Heart,Black,None,Bored
8073,Army Green,Smoking Jacket,Gold Stud,Bloodshot,Tan,Halo,Bored Unshaven
8074,Yellow,Work Vest,Silver Stud,Bored,Brown,Beanie,Bored
8075,Orange,None,None,Bored,Cheetah,Sushi Chef Headband,Bored
8076,Army Green,Tanktop,None,Laser Eyes,Dark Brown,Bayc Hat Red,Bored
8077,Purple,None,None,Blindfold,Cheetah,Beanie,Bored Unshaven
8078,New Punk Blue,Vietnam Jacket,None,Heart,Black,Seaman's Hat,Tongue Out
8079,Blue,Sleeveless T,None,Bored,Blue,Spinner Hat,Bored
8080,Purple,Prom Dress,None,Closed,Brown,King's Crown,Grin
8081,Orange,Kings Robe,None,Coins,Brown,Stuntman Helmet,Bored
8082,Blue,Stunt Jacket,Cross,Blindfold,Blue,Fez,Bored
8083,Blue,Bayc T Black,None,Robot,White,Bowler,Bored
8084,Gray,None,None,Heart,Cheetah,Spinner Hat,Phoneme Vuh
8085,Aquamarine,None,None,Blindfold,Red,Seaman's Hat,Dumbfounded
8086,New Punk Blue,Leather Punk Jacket,None,Bored,Brown,Commie Hat,Bored
8087,Orange,None,Silver Stud,Robot,Black,Beanie,Grin
8088,Army Green,Striped Tee,None,Bored,Blue,Halo,Small Grin
8089,Blue,Tuxedo Tee,Diamond Stud,Sad,Gray,Seaman's Hat,Bored
8090,Yellow,Sailor Shirt,None,Sleepy,Cheetah,Prussian Helmet,Bored Pipe
8091,Purple,Kings Robe,None,Bloodshot,Dmt,Bandana Blue,Dumbfounded
8092,Yellow,Blue Dress,None,Blindfold,Brown,Party Hat 1,Discomfort
8093,New Punk Blue,Leather Jacket,None,Heart,Brown,Army Hat,Bored
8094,Gray,Toga,None,Scumbag,Golden Brown,Halo,Bored Unshaven
8095,New Punk Blue,None,None,Bored,Dark Brown,Cowboy Hat,Bored Unshaven
8096,Purple,None,None,Coins,Black,Seaman's Hat,Dumbfounded
8097,New Punk Blue,Sleeveless Logo T,Silver Hoop,Sleepy,Dark Brown,Bowler,Bored Unshaven Dagger
8098,Gray,Lumberjack Shirt,Silver Stud,Sunglasses,Death Bot,None,Bored
8099,Blue,Lumberjack Shirt,None,X Eyes,Cheetah,Cowboy Hat,Grin Multicolored
8100,Army Green,Tanktop,Silver Stud,Sad,Dark Brown,Seaman's Hat,Bored Cigarette
8101,Purple,Bone Necklace,None,Coins,Dmt,Short Mohawk,Bored Unshaven
8102,Blue,Stunt Jacket,None,Sunglasses,Blue,S&m Hat,Dumbfounded
8103,Blue,Cowboy Shirt,None,Closed,Golden Brown,Seaman's Hat,Bored Unshaven Cigarette
8104,Aquamarine,Striped Tee,Gold Hoop,Angry,White,Girl's Hair Pink,Bored
8105,Yellow,Guayabera,Silver Hoop,Bloodshot,Death Bot,Commie Hat,Discomfort
8106,Aquamarine,Bayc T Red,None,Bored,Death Bot,Bandana Blue,Bored Pipe
8107,Purple,Striped Tee,None,Sad,Robot,Beanie,Bored Cigarette
8108,Aquamarine,Hip Hop,None,Sunglasses,Golden Brown,Cowboy Hat,Grin
